domain,company_name,published_cities,published_count,directory_cities,cities_not_published,cities_not_in_directory,locations_page_url,status,confidence,notes
bigbearacademyppec.com,Big Bear Academy PPEC,Davie|Miami,2,Davie|Miami,,,https://www.bigbearacademyppec.com/contact-us,MATCHED,HIGH,Prescribed Pediatric Extended Care (PPEC) provider. The bare domain is fully disallowed by robots.txt and /locations times out; the www Contact page loaded and publishes exactly two centers: Miami (9035 SW 72nd St) and the Broward center in Davie (4701 S State Rd 7). Both directory records match.
bmmaba.com,Bless My Mind ABA Therapy,Miami Lakes,1,Hialeah|Miami Lakes,Hialeah,,https://www.bmmaba.com/contact,MISMATCH,HIGH,"ABA provider. /locations is a 404; the Contact page publishes a single clinic address, 7900 NW 155th St Suite 204, Miami Lakes, FL 33016, and the homepage describes the service area as Miami Lakes / Miami-Dade County. The directory's HIALEAH record has no counterpart anywhere on the company's own site."
brightsideabatherapy.com,Brightside ABA,Lakeland|Oldsmar|Riverview|Sun City Center,4,Riverview|Sun City Center,,Lakeland|Oldsmar,https://brightsideabatherapy.com/florida-aba-therapy-service-areas-brightside-aba,MATCHED,HIGH,"Multi-state ABA provider (FL, VA, NC). /locations is a 404; the Florida service-areas page is the state location list and names four FL sites. Riverview (2906 S. Falkenburg Rd) and Sun City Center (139 S Pebble Beach Blvd Suite 100) carry street addresses and match the directory. Oddity: the Riverview clinic's own page is titled 'ABA Therapy Tampa FL' though the address is Riverview. Oldsmar is listed without an address."
cadenzacenter.com,Cadenza Center for Psychotherapy and the Arts,Hollywood,1,Hollywood,,,https://cadenzacenter.com/contact-us/,MATCHED,HIGH,"Mental health and creative-arts therapy practice founded 2001 by Dr. Michelle Hintz; offers DIR/Floortime and sensory integration. /locations is a 404; the Contact page publishes one office, 450 N Park Road #400, Hollywood, FL 33021, serving greater Broward County. Both directory records are in that same city."
centralfloridatherapysolutions.com,"Central Florida Therapy Solutions, Inc.",Longwood|Orange City,2,Longwood|Orange City,,,https://centralfloridatherapysolutions.com/,MATCHED,MEDIUM,"Pediatric speech/PT/OT/music therapy provider. Single-page style site: /locations, /contact and /contact-us all return 404, and the location block lives on the homepage itself, where both clinics are published in full with separate addresses and phone numbers: Longwood (455 W. Warren Ave Ste 200, 407-260-0551) and Orange City (2705 Rebecca Ln Ste B, 386-532-8255). Confidence MEDIUM only because the list came from the homepage rather than a dedicated locations page; both directory cities are explicitly published."
cfldreamplex.com,Central Florida Dreamplex,Clermont|Orlando,2,Clermont|Orlando,,,https://cfldreamplex.com/locations,MATCHED,HIGH,"Adaptive recreation and therapy facility. Locations page states programs are offered at two Dreamplex locations: Clermont (2400 S Hwy 27 Suite B201) and Orlando (5165 Adanson Street), plus partner venues around Greater Orlando that are not company-owned sites and were excluded. Both directory records match."
childrensbehavioralint.com,Children's Behavioral Intervention,Hialeah|West Palm Beach,2,Palm Springs|West Palm Beach,Palm Springs,Hialeah,https://childrensbehavioralint.com/contact/,MISMATCH,HIGH,"ABA provider delivering services in home, school and community settings. /locations is a 404; the Contact page publishes exactly two offices: West Palm Beach (1601 Belvedere Rd, E300, 33406) and Hialeah (1665 W 68th St #208, 33014). The directory's PALM SPRINGS record has no counterpart on the company site — Palm Springs is a separate village in Palm Beach County and is not the same as West Palm Beach. Conversely the company's Hialeah office has no directory record."
childrenscommunication.com,"Children's Communication Center, Inc.",,0,Tallahassee,,,,NO_LOCATIONS_PAGE,MEDIUM,"Solo speech-language pathology practice (Lori Savage Grayson, MMSc, CCC-SLP) in Tallahassee. Homepage loaded but has no Locations page and no address block; /contact and /contact-us both failed with robots.txt fetch errors / self-signed SSL cert, so the site is effectively bot-blocked beyond the homepage. Cannot establish a published location list. Both directory records are Tallahassee and the practice appears to be single-site."
childrensdiagnostic.org,Children's Diagnostic & Treatment Center (CDTC),Fort Lauderdale,1,Fort Lauderdale,,,https://childrensdiagnostic.com/contact/,MATCHED,HIGH,"childrensdiagnostic.org 302-redirects to childrensdiagnostic.com. Broward County nonprofit serving medically fragile children and children with special healthcare needs. Contact page publishes a single site: 1401 South Federal Highway, Fort Lauderdale, FL 33316. Both directory records are Fort Lauderdale."
childrensrehabppec.com,Children's Rehab PPEC,Lehigh Acres|Miami Gardens,2,Lehigh Acres|Miami Gardens,,,https://childrensrehabppec.com/,MATCHED,HIGH,"Prescribed pediatric extended care (PPEC) operator. /locations and /ppec-locations both return 404; the site lists its centers directly on the homepage under a Locations nav with per-center pages (/ppec-in-miami-gardens-fl/, /ppec-in-lehigh-acres-fl/): 2727 NW 167th St, Miami Gardens FL 33056 and 3020 Lee Blvd, Lehigh Acres FL 33971. Exactly matches the two directory records."
coastaltherapy.net,Coastal Therapy (unconfirmed),,0,Jacksonville|Jacksonville Beach,,,,NO_LOCATIONS_PAGE,LOW,"Site is bot-blocked: every URL tried (/, /locations, /contact/ on both coastaltherapy.net and www) returns only a JavaScript-challenge interstitial ('You are being redirected... Javascript is required'). No page content, company name, or address could be read from the company's own site, so no location list could be established. Directory has Jacksonville and Jacksonville Beach records; neither confirmed nor refuted."
commdisorders.cci.fsu.edu,FSU School of Communication Science & Disorders (L.L. Schendel Speech & Hearing Clinic),Tallahassee,1,Tallahassee,,,https://commdisorders.cci.fsu.edu/speech-hearing-clinic/,MATCHED,HIGH,"Florida State University academic department, not a chain. The Speech & Hearing Clinic page publishes one location: 201 W. Bloxham, Warren Building, Tallahassee, FL 32306. Both directory records are Tallahassee."
compassionbehavioralhealth.com,Compassion Behavioral Health,Fort Lauderdale|Hollywood,2,Hollywood,,Fort Lauderdale,https://compassionbehavioralhealth.com/locations/,MATCHED,HIGH,"Mental health / addiction / dual-diagnosis treatment provider. Locations page states 'Two South Florida facilities': Hollywood, FL 33020 (detox/residential) and 1425 NW 62nd St, Fort Lauderdale, FL 33309 (PHP/IOP). Both directory records are Hollywood, so all directory cities are published; the Fort Lauderdale facility has no directory record. Minor oddity: the homepage gives the Hollywood address as 1701 Mayo St while the locations page gives 2500 Hollywood Blvd Suite 400 — same city either way."
complete-care.com,Complete Care (injury/accident care clinics),Brandon|Casselberry|Clermont|Cocoa|Davenport|DeBary|DeLand|Eustis|Fruitland Park|Kissimmee|Lady Lake|Lake Mary|Lakeland|Leesburg|Melbourne|Ocala|Orlando|Oviedo|Palm Bay|Plant City|Saint Cloud|Tampa|Temple Terrace|Wesley Chapel|Winter Haven,25,Lakeland|Palm Bay,,Brandon|Casselberry|Clermont|Cocoa|Davenport|DeBary|DeLand|Eustis|Fruitland Park|Kissimmee|Lady Lake|Lake Mary|Leesburg|Melbourne|Ocala|Orlando|Oviedo|Plant City|Saint Cloud|Tampa|Temple Terrace|Wesley Chapel|Winter Haven,https://www.complete-care.com/locations/,MATCHED,HIGH,"30+ clinic Central Florida chain treating auto-accident and slip-and-fall injuries (not an autism/pediatric specialist). Locations page lists 30 Florida clinics; several are marketed under neighborhood names that resolve to one city (Waterford Lakes, South Semoran, MetroWest, Maitland, Hunter's Creek, Colonialtown all = Orlando; Carrollwood and Town N Country = Tampa; Poinciana = Kissimmee; The Villages = Lady Lake), which is why 30 addresses collapse to 25 distinct cities. Both directory cities (Lakeland 1205 E Magnolia St; Palm Bay 160 Malabar Rd) are published."
corevaluesptorlando.com,Core Values Physical Therapy,Orlando,1,Altamonte Springs|Orlando,Altamonte Springs,,https://www.corevaluesptorlando.com/contact-us,MISMATCH,MEDIUM,"Single-clinic performance/physical therapy practice. Contact page publishes exactly one address: 5826 Hoffner Ave #1004, Orlando, FL 32822. Homepage likewise markets only Orlando ('Orlando's Elite Performance and Physical Therapy'). The directory's ALTAMONTE SPRINGS record has no counterpart on the company's site. Note: /locations and /contact returned robots.txt fetch failures; /contact-us loaded cleanly."
counselingsoflo.com,South Florida Counseling & Assessment,Fort Lauderdale|Miami,2,Fort Lauderdale|Miami,,,https://soflocounseling.com/locations/,MATCHED,MEDIUM,"counselingsoflo.com 302-redirects to soflocounseling.com. Counseling/psychological assessment practice. The /locations/ page loaded but is largely JavaScript-rendered; the readable text states services are offered 'across Miami and Fort Lauderdale' without street addresses, so the two cities are confirmed but the exact office addresses could not be extracted. Both directory records match."
easterseals.com,Easterseals (national org; Florida affiliates),Bunnell|Daytona Beach|DeLand|Fruitland Park|Gainesville|Miami|Naples|New Smyrna Beach|Palatka|Palm Bay|Palm Coast|Pembroke Pines|Port Saint Lucie|Sarasota|Sorrento|Valrico|West Palm Beach|Winter Park,18,Daytona Beach|Miami,,Bunnell|DeLand|Fruitland Park|Gainesville|Naples|New Smyrna Beach|Palatka|Palm Bay|Palm Coast|Pembroke Pines|Port Saint Lucie|Sarasota|Sorrento|Valrico|West Palm Beach|Winter Park,https://florida.easterseals.com/about-us/locations-programs,MATCHED,MEDIUM,"National federation of independent affiliates; easterseals.com/find-your-easterseals and /get-involved/find-a-location are both disallowed by easterseals.com robots.txt, so the Florida list was read from two Easterseals-owned pages: the Easterseals Florida affiliate locations page (19 sites across 15 cities, Winter Park HQ) and easterseals.com/connect-locally/online-network-affiliates_old.html, which adds Palatka, Pembroke Pines, Sarasota and the Easterseals South Florida (Miami) sites. Both directory cities are published: Daytona Beach (Early Steps North Beaches / Explorer Academy) and Miami (Easterseals South Florida). Confidence MEDIUM because one source page is an '_old' archived affiliate listing and Florida is served by several separate affiliates rather than one location index."
firstwordspediatrictherapy.com,First Words Pediatric Therapy,West Palm Beach,1,Palm Springs|West Palm Beach,Palm Springs,,https://firstwordspediatrictherapy.com/contact/,MISMATCH,HIGH,"Bilingual pediatric speech/language therapy practice. /locations returns 404; the Contact page is the site's location list and shows two addresses, both in West Palm Beach (1225 S Military Trail Ste D 33415 and 1850 Forest Hill Blvd Ste 100 33406). No Palm Springs location is published anywhere on the site."
fl-mentor.com,Florida Mentor (Sevita / Mentor Community Services),Daytona Beach|Gainesville|Tampa,3,Daytona Beach|Gainesville,,Tampa,https://locations.sevitahealth.com/united-states/fl/daytona-beach/,MATCHED,MEDIUM,"fl-mentor.com 302-redirects to the parent brand at sevitahealth.com/mentor-community-services/florida-mentor/ (services for adults with IDD). That brand page lists only the Tampa state office (3258 Breckenridge Pkwy). The company's own location finder at locations.sevitahealth.com confirms both directory cities: Florida Mentor Daytona Beach (1725 5th St, 32117) and Florida Mentor - Gainesville (5915 NW 39th Ave, 32606, at /united-states/fl/gainesville/florida-mentor-gainesville/805). The Florida state index page on that finder returns 403 to automated fetches, so the complete Florida city list could not be enumerated - hence MEDIUM confidence and cities_not_in_directory may be incomplete."
florehabcenter.com,FloRehab Center,Edgewater|Ormond Beach|Port Orange,3,Ormond Beach|Port Orange,,Edgewater,https://florehabcenter.com/contact-us/,MATCHED,HIGH,"Outpatient physical therapy practice serving Volusia County. Contact Us page lists three clinics with full addresses: Ormond Beach (739A S Nova Rd), Port Orange (1402 Dunlawton Ave Ste 4D), Edgewater (2010 S Ridgewood Ave). Both directory cities are published; Edgewater clinic is missing from the directory."
floridahandtherapy.com,Florida Hand Therapy,,0,Dania Beach|Stuart,,,,NO_LOCATIONS_PAGE,LOW,"Site is bot-blocked: every URL tried (/, /locations, /locations/, /contact-us, with and without www) returns only a JavaScript-required interstitial ('You are being redirected... Javascript is required'). No page content could be read, so no location list could be established."
floridahealth.gov,Florida Department of Health,Jacksonville|Miami|Orlando|Pensacola|Tallahassee|Tampa,6,Tallahassee,,Jacksonville|Miami|Orlando|Pensacola|Tampa,https://www.floridahealth.gov/individual-family-health/disability-rehabilitation/disability-determinations/area-offices/,MATCHED,MEDIUM,"State agency, not a private chain. There is no single site-wide locations page: floridahealth.gov/all-county-locations.html and the County Health Department Location Finder are JavaScript search widgets that render no addresses to a fetch, and individual county subdomains (leon.floridahealth.gov) block automated fetches at robots.txt. The Disability Determinations Area Offices page did load and is the source used: it publishes offices in Tallahassee (administration plus Central Areas I-III), Jacksonville, Miami, Orlando, Pensacola and Tampa. The directory's two TALLAHASSEE records are published. cities_not_in_directory is not meaningful for this agency - DOH operates a county health department in all 67 Florida counties, so the listed cities are only those from the one page that could be read."
foxpt.com,Fox Physical Therapy,Boca Raton|Homestead|Miami|Weston,4,Miami,,Boca Raton|Homestead|Weston,https://foxpt.com/locations,MATCHED,HIGH,"Outpatient physical therapy group. /locations lists six South Florida offices plus one in Denver CO (excluded). Three of the six are in Miami (Edgewater/Wynwood, Brickell, West Kendall), matching the directory's two Miami records; Homestead, Boca Raton and Weston clinics are not in the directory."
fussiontherapy.com,Fussion Therapy Inc,Hialeah Gardens,1,Hialeah|Hialeah Gardens,Hialeah,,https://www.fussiontherapy.com/contact/,MISMATCH,HIGH,"Pediatric speech/OT/PT and PPEC provider. No dedicated Locations page; the Contact page is the site's address list and shows a single office: 8040 NW 95th St Suite 337, Hialeah Gardens FL 33016. The directory's separate Hialeah record is not published on the company site."
gigisplayhouse.org,GiGi's Playhouse (Down Syndrome Achievement Centers),Fort Myers|Tampa,2,Fort Myers|Tampa,,,https://gigisplayhouse.org/locations/,MATCHED,HIGH,National nonprofit network of Down syndrome achievement centers. The national Locations page lists centers by state; Florida shows exactly two - Fort Myers and Tampa - both present in the directory.
gulfshorebh.com,Gulfshore Behavioral Health,Fort Myers,1,Fort Myers,,,https://gulfshorebh.com/location,MATCHED,HIGH,"Psychology/psychiatry practice (in-person plus telehealth). The site's Location page lists a single office: 1555 Matthew Drive, Fort Myers FL 33907. Both directory records are Fort Myers, so they match; note the directory holds two records for what the company publishes as one office."
holisticfamilyot.com,"Holistic Family Occupational Therapy, LLC",Lake Worth Beach,1,Lake Worth Beach|Palm Springs,Palm Springs,,https://holisticfamilyot.com/contact-us/,MISMATCH,MEDIUM,"Solo pediatric OT practice. No dedicated Locations page; the Contact Us page states the practice is 'located in Lake Worth and servicing Palm Beach County' and gives no street address. Treated published 'Lake Worth' as the directory's LAKE WORTH BEACH (same municipality, renamed 2019). Palm Springs is not published anywhere on the site. Confidence MEDIUM because the site publishes no street addresses at all."
holy-cross.com,Holy Cross Health (Trinity Health),Oakland Park|Pompano Beach,2,Oakland Park|Pompano Beach,,,https://www.holy-cross.com/location/holy-cross-medical-group-pompano-beach-3,MATCHED,MEDIUM,"Fort Lauderdale-based Catholic hospital system. The /locations page is a JavaScript-rendered search tool and returned no list via WebFetch; instead each directory city was confirmed against its own dedicated location page on holy-cross.com (Holy Cross Medical Group - Oakland Park, and Holy Cross Medical Group - Pompano Beach at 1975 N Federal Hwy, both currently published with hours). published_cities therefore reflects only verified cities, not the system's full location roster, so cities_not_in_directory is left empty as not established."
homegrowntherapyswfl.com,Homegrown Therapy SWFL,Cape Coral,1,Cape Coral,,,https://homegrowntherapyswfl.com/contact-us,MATCHED,HIGH,"Pediatric in-home OT/speech/PT practice. Single office at 1510 Hancock Bridge Pkwy, Cape Coral FL 33990 per the Contact Us page; homepage also states they 'currently only service Cape Coral, FL'. Both directory records are Cape Coral."
hopefultherapies.com,Hopeful Therapies,Brandon|Lakeland|Winter Haven,3,Lakeland,,Brandon|Winter Haven,https://hopefultherapies.com/en/contact-us/,MATCHED,HIGH,"Central Florida ABA/speech/OT/PT provider. Contact Us page lists three clinics: Brandon (350 E Bloomingdale Ave), Lakeland (2019 E Edgewood Dr Ste 130), Winter Haven (1134 1st St S). Directory has only Lakeland (two records); Brandon and Winter Haven are missing from the directory. Site timed out twice on the bare domain before resolving on www."
hupcfl.com,Harmony United Psychiatric Care,Altamonte Springs|Bradenton|Brandon|Clearwater|Coral Gables|Crystal River|Fort Lauderdale|Fort Myers|Gainesville|Haines City|Hallandale Beach|Jacksonville|Kissimmee|Lakeland|Lutz|Melbourne|Ocala|Orlando|Oviedo|Palm Harbor|Port Charlotte|Port Orange|Port Saint Lucie|Port St John|Sarasota|Tallahassee|Tampa|The Villages|West Palm Beach|Winter Garden,30,Tallahassee|West Melbourne,West Melbourne,,https://hupcfl.com/locations/,MISMATCH,HIGH,"Multi-site psychiatric practice (medication management, neuropsych testing, therapy) with ~30 Florida offices plus two Pennsylvania offices (ignored). The published Florida list includes MELBOURNE but no WEST MELBOURNE office; a second fetch of the locations index explicitly confirmed no West Melbourne entry. Tallahassee is published. Two Jacksonville sites (Cardinal Point, Fort Caroline) deduped to Jacksonville. cities_not_in_directory left empty because this is a large behavioral-health chain and the directory only holds two of its sites by design."
impacttlh.org,IMPACT (Tallahassee),Tallahassee,1,Tallahassee,,,https://impacttlh.org/home/contact/,MATCHED,HIGH,"Nonprofit serving children with special needs (therapy clinic, preschool, IMPACT Academy, community programs). Contact page lists a single address: 1725 Hermitage Blvd, Tallahassee FL 32308; homepage also describes 'one central location'. Both directory records are Tallahassee, consistent with the organization's multiple program arms at one site."
kernaghanmoore.com,"Kernaghan and Moore Speech and Language Therapy Services, Inc.",,0,New Port Richey|Spring Hill,,,,NO_LOCATIONS_PAGE,LOW,"Private speech/language therapy clinic founded by two SLPs. Site is an old static .html site; the homepage (https://kernaghanmoore.com/ and http://kernaghanmoore.com/index.html) and http://kernaghanmoore.com/aboutus.html both load but contain only mission/bio text with no addresses, no city names and no navigation list returned. Every other path attempted (/contact, /contact-us, contactus.html, www host) failed on robots.txt with a self-signed / mismatched SSL certificate, so no locations or contact page could be reached. Cannot confirm or refute New Port Richey or Spring Hill."
kidsincareppec.com,Kids In Care PPEC,Greenacres,1,Greenacres|Lake Worth,Lake Worth,,https://kidsincareppec.com/,MISMATCH,MEDIUM,"Prescribed Pediatric Extended Care center for medically complex Medicaid children. No dedicated locations page reachable - every subpath (/contact-us/, /contact, /about-us/) fails robots.txt with an SSL hostname-mismatch/self-signed cert; only the root URL loads. The homepage states a single center 'located in the City of Greenacres' and lists Lake Worth, Wellington, Lantana, Boynton Beach and West Palm Beach only as areas it SERVES, not as center sites. The directory's Lake Worth record therefore appears to be a service area, not an operating location - flagged as a mismatch, MEDIUM confidence because the finding rests on the homepage alone."
kidstherapyconnection.com,Kids Therapy Connection,Doral|South Miami,2,Doral|South Miami,,,https://kidstherapyconnection.com/,MATCHED,MEDIUM,"Multidisciplinary pediatric therapy center (speech, OT, PT, ABA). No /locations page (404); the homepage itself publishes both offices with full addresses and separate phone/email: South Miami (7800 Red Road Ste 205, 33143) and Doral (2500 NW 107 Ave Ste 200, 33172). Both directory cities are published."
kidztz.com,Kidz Therapy Zone,Orlando|Winter Garden,2,Orlando|Winter Garden,,,https://kidztz.com/locations,MATCHED,HIGH,"Pediatric therapy provider (OT, speech, feeding, ABA). The /locations page publishes exactly two Florida sites: Winter Garden (1222 Winter Garden Vineland Rd Ste 112, 34787) and Orlando (494 E Illiana St, 32806). Both directory cities match."
lcca.com,Life Care Centers of America,Altamonte Springs|Estero|Hilliard|Jacksonville|Lauderhill|Lecanto|Melbourne|New Port Richey|Ocala|Orange Park|Orlando|Palm Bay|Palm Beach Gardens|Pensacola|Port Saint Lucie|Punta Gorda|Sarasota|West Palm Beach|Winter Haven,19,Palm Bay|Port St.. Lucie,,,https://www.lcca.com/locations/fl/,MATCHED,HIGH,"National skilled-nursing/rehab chain; used the site's Florida state filter page. Both directory cities are published: Life Care Center of Palm Bay, and Harbor Place at Port St. Lucie / Life Care Center of Port St. Lucie (PORT ST. LUCIE = Port Saint Lucie per matching rules). cities_not_in_directory left empty - the other ~17 Florida cities are geriatric skilled-nursing facilities outside this directory's scope, not gaps."
leadingpathwaysaba.com,Leading Pathways ABA,Boca Raton|Coral Springs|West Palm Beach,3,Coral Springs|West Palm Beach,,Boca Raton,https://leadingpathwaysaba.com/contact/,MATCHED,HIGH,South Florida ABA therapy provider. No /locations page (404); the three clinic addresses are published on the Contact Us page. Both directory cities appear; company also publishes a Boca Raton clinic the directory lacks.
lifeskillskidstherapy.com,Life Skills Kids Therapy,Pembroke Pines,1,Hollywood|Pembroke Pines,Hollywood,,https://lifeskillskidstherapy.com/contact-us,MISMATCH,MEDIUM,"ABA therapy provider (in-home and center-based). No /locations page (404); Contact Us page publishes a single address: 9050 Pines Blvd, Pembroke Pines FL 33024. Hollywood is not published anywhere on the site. Homepage service copy mentions serving Tamarac as a service area, not as a clinic address, so it was not counted as a location."
lifeskillssouthflorida.com,Lifeskills Behavioral Health (formerly Lifeskills South Florida),Deerfield Beach|Delray Beach|Fort Lauderdale|Orlando,4,Fort Lauderdale|Orlando,,Deerfield Beach|Delray Beach,https://lifeskillsbehavioralhealth.com/locations/,MATCHED,HIGH,"Mental health / substance use treatment provider. lifeskillssouthflorida.com now 302-redirects to lifeskillsbehavioralhealth.com (rebrand); the Locations page lists 5 Florida facilities across 4 cities (two separate Orlando sites, residential and outpatient). Both directory cities appear."
littleangelsppec.com,Little Angels PPEC,Apopka|Longwood|Orlando,3,Longwood|Orlando,,Apopka,https://littleangelsppec.com/locations,MATCHED,HIGH,"Prescribed Pediatric Extended Care (medical daycare) provider in Central Florida. Locations page lists three centers: Longwood, Orlando, Apopka. Both directory cities appear; Apopka center is missing from the directory."
littlestartherapy.com,"Little Star Therapy Services, Inc.",Miami Lakes|North Miami,2,Miami|North Miami,Miami,Miami Lakes,https://www.littlestartherapy.com/contact/,MISMATCH,HIGH,Pediatric speech/OT/PT clinic. No /locations page (404); Contact Us page lists exactly two offices: Miami Lakes (15485 Eagle Nest Ln) and North Miami (1125 NE 125th St). The directory's MIAMI record has no published counterpart - likely the Miami Lakes office recorded under the wrong city.
littleteslapediatrics.com,Little Tesla Pediatric Therapy,Orlando,1,Orlando,,,https://littleteslapediatrics.com/contact/,MATCHED,HIGH,"Multi-discipline pediatric therapy clinic (ABA, speech, OT, PT, feeding). No /locations page (404); Contact page publishes one clinic: 7075 Kingspointe Pkwy Unit 14, Orlando FL 32819 (Dr. Phillips). Directory holds 2 records both in Orlando against a single published site - worth checking for a duplicate record."
matterofspeechtherapy.com,Matter of Speech Therapy,Pembroke Pines,1,Cooper City|Pembroke Pines,Cooper City,,https://matterofspeechtherapy.com/contact-us/,MISMATCH,HIGH,"Small pediatric speech-language pathology practice (ages 6mo-6yr). No /locations page (404); Contact page publishes a single office: 1931 NW 150 Ave Suite 121, Pembroke Pines FL 33028. Cooper City appears nowhere on the site."
maximumachieversllc.com,Maximum Achievers LLC,,0,Palm Springs|West Palm Beach,,,,NO_LOCATIONS_PAGE,LOW,"Domain resolves (HTTP 200 on /, /locations and /contact) but every page returns an empty body with only viewport metadata - the site content is fully JavaScript-rendered and not retrievable via fetch. No location list could be read, so no conclusion about the Palm Springs / West Palm Beach records."
motionrxhealth.com,MOTION RX Physical Therapy,Clearwater|Jacksonville,2,Clearwater|Jacksonville,,,https://motionrxhealth.com/contact-us/,MATCHED,HIGH,"Sports/performance physical therapy clinic (not autism-specific). No /locations page (404); Contact Us page lists Jacksonville (7901 Baymeadows Way) and Clearwater (13555 Automobile Blvd) as active, plus a Jacksonville Beach address explicitly flagged 'permanently closed' - excluded from published_cities. Both directory cities match the active list."
multicaremedicalcenters.com,Multi-Care Medical Centers,Cape Coral|Fort Myers|Naples|Pembroke Pines|Vero Beach,5,Cape Coral|Hollywood,Hollywood,Fort Myers|Naples|Pembroke Pines|Vero Beach,https://multicaremedicalcenters.com/locations,MISMATCH,HIGH,"Multi-specialty auto-injury/rehab medical group (not autism-specific). Locations page lists Pembroke Pines, Fort Myers, Cape Coral, Vero Beach as active and Naples as 'temporarily closed' (Naples retained in published_cities since the company still publishes it). Hollywood is not on the list - the directory's Hollywood record may be a stale or misattributed location; note the nearby Pembroke Pines center is published instead."
mybridgetherapy.com,"Bridge Therapy, LLC",,0,Coral Springs|Jacksonville,,,,NO_LOCATIONS_PAGE,LOW,"Small speech-language therapy practice (Samantha Novick, SLP) marketing itself as Broward County / South Florida. Homepage loaded successfully, named no cities, and showed no Locations link in nav. A /locations/ page does exist on the domain, but every subpage fetch (/locations, /locations/, /contact, /contact/, and the www variant) failed with a robots.txt fetch timeout/parse error across multiple retries. Site is effectively bot-blocked below the homepage, so the Florida location list could not be established and no mismatch conclusion is drawn."
oasistherapycare.com,Oasis Specialized Therapy Care,Hollywood|Miami Lakes|North Miami Beach|Pembroke Pines,4,Hollywood|Miami Lakes,,North Miami Beach|Pembroke Pines,https://www.oasistherapycare.com/contact,MATCHED,HIGH,"Outpatient physical / occupational / hand therapy practice (not ABA). Four Florida clinics listed with full street addresses on its own Contact page, and the same four repeated on the homepage. Both directory cities are published. Note: the third clinic is headed 'North Miami' but its published street address is 16800 NW 2nd Ave, North Miami Beach, FL 33169 — recorded as North Miami Beach. The directory has no records for the North Miami Beach or Pembroke Pines clinics."
optimumaba.com,Optimum ABA Therapy,Jacksonville|Margate,2,Jacksonville|Margate,,,https://www.optimumaba.com/contact,MATCHED,HIGH,"ABA therapy provider. No /locations page (404); the company's own Contact page is the location list and publishes exactly two Florida offices: a South Florida office at 2484 N State Rd 7, Margate, FL 33063, and a Jacksonville office (dedicated infojax@optimumaba.com email, phone and fax, but no street address printed). Both directory cities are published, so no mismatch. Oddity worth noting: the page's embedded Google Map points at 6794 Park Ln E, Lake Worth, FL 33449, which is not named as a location anywhere in the text — likely a stale or personal/admin address in the map embed rather than a fourth clinic."
